original_index,true_label,predicted_label,actual_review_score,text
7933,0,1,3,honest surprised small size half standard monopoly board slots set little buildings theres much creativity involved cars quite tiny could swallowed small children one sets received worked demo mode normal mode think idea get lots sets make little city think kids might get bored
7940,0,1,2,toy really make much noise texture interesting enough little one bite passes toys
7956,0,1,3,bought year old boy played night dont lose disks shoot simple toy simple fun
7957,0,1,3,pretty doll wings big awkward seems attraction wings fluttering makes one flip still colorful nice doll
7961,0,1,3,im messy type toys son enjoyed much loves help daddy cook loves making gourey nasty things messy expected bad flavors arent tastey
7967,0,1,3,kit cute kid friendly amount yarn given limited young child isnt much room error amount yarn given
7969,0,1,3,arent really matchbox quality mind purchasing four year oldthese great sit shelf great play age four six purchased four months ago one didnt make pkg without breaking wheel two others missing wheels well fun okay tossing break boys
7975,0,1,3,husband looking number different kid size pianos santa gift yr old loves little digital casio keyboard grandmas big piano since want capitalize love music get going wanted get piano beautifully made super solid unfortunately understand going sound anything like piano sounds clangy chimy since plastic hammer hitting thin metal rod made mistake waiting xmas eve put together try intelligently done sooner would returned spent half money digital one karaoke mike daughter bangs periodically excited digital hoped say goodbye pianos shes around
7992,0,1,2,want daughter son grow beauty school dropout probably good place start would rate toys educational value negative starsbut seriously even fun diversion barbie playset serious shortcomings chair hard time staying suctioned one place doll fit particularly well speaking barbie terribly flexible cant much legs stick straight chair little tub hair dye small whole thing messy chintzy annoying end toy spectrum save loved one afternoon irritation avoid barbie hairtastic color stylin doll
8001,0,1,3,doll particularly attractive ugly either doesnt need pacifier especially child persuaded give pacifier entirely fit purpose without exciting
8002,0,1,2,boxes sturdy fun play grocery store dont fit kitchen still fun play still great product wish would made sure could put kitchen needs revamp sure
8009,0,1,3,child star wars want fairly heavy mask says darth vader phrases might looking voice sinister creepy eye coverings work make look scary fastens around head velcro straps would fit childrenits pretty small would also heavy wear halloween mask long would fun makebelieve dont think theres much really stands
8011,0,1,3,
8015,0,1,3,review really anyone debating investing significant money thomas wooden railway versus thomas trackmaster railway versus take along thomas sets going go detail specific set shown heremy son age lives trains plays trains many hours per day done last years many trackmaster sets including one sale also many thomas wooden railway piecessets trainsi break differences briefly wooden railway usually kid powered motorized handful motorized engines available expensive however generic brands track stations accessories available manufacturers compatible engines typically retail high teens low many accessories engines available might important true train nerd son less thomas friend characters durable engines lose paint edges quiet even motorized engines much quiet trackmaster much easier assemble son could put together track years age ingenious thing pieces fit together rather loosely perfect symmetry required make loop track detailed engines cars attractive show greater level detail trackmaster smaller typical engine height trackmaster engines track narrow offers greatest flexibility allowing build interesting layouts almost like building toy think legos available retailers toys r us ac mooretrackmaster always motorized cheaper purchase engines retail low mid teens track accessories relatively expensive purchase whole set often around get unique station piece add track may already almost every set comes thomas want multiple accessories end excess track multiple thomas trains made plastic offers little way detail addition motorized engines often talk well loud especially multiple engines running big deal child going use minutes time twice weekly child trainobsessed noise hard take durable son throws impressed none broken yet offer little build flexibility tracks fit together rather tightly possible make unique layouts takes adult planning things make work something typical child manage even snap tracks together prone requiring adult intervention fix track often slides plastic supports elevated track available walmart target kmarttake along train sets motorized option engines die cast metal durable smallest size little smaller wooden railway sets preassembled small ovals plastic track fold together compactly would great take along parts lose accessories stations buildings sheds etc attached track engines cars fit well track im sure track much larger needs engines roll along almost like road wooden railway cares also fit wobble somewhat loosely detail excellent die cast cheapest option engines often less flexibility multiple sets linked together connector piecesin summary never really got take along although think would great option young child younger getting thomas wooden railway great option child true train buff train obsessed ultimately regret getting trackmaster mostly noise lack ability get accessories without purchasing track son love see gordon favorite go worth
8059,0,1,3,got old son christmas nice pop toy hard collapse back box size fold flat tall everything else hasnt played much get set take back big space play hand really fun lots space crawl around
8088,0,1,1,warning cut neckstrap cord year old grandson playing shortly christmas neckstrap break away instead least inch welt neck cutting neck rolling around playing floor strap cut neck left welti think serious enough danger needs looked toy marketed children young years old grandson almost age still hurt feel lucky someone right room grandson could dangerous toy younger child playing right front caregiverfamily memberi emailed manufacturer toy filling cpsc incident form occurred easy could minor incident like grandson suffered turn tragedy childoriginal reviewi know comfortable might unusual concept attribute pair binoculars soft rubbery cushion around eye piece five year old grandson loves easy use explore world around however reviewer thought actually try product get better idea function practicality item usually like using binoculars difficult comfortably look wearing strong prescription glasses cushion actually made comfortable use
8093,0,1,2,several telescopes broken package arrived ones still intact cute addition treat boxes
8096,0,1,2,first ill address unit received well packaged assembled easily enough except back snaps correct height level reinstalled popped right placing level fixed sturdy hoped next frankly looks bad try keep nice things around didnt fit mahogany furniture wooden carved toys lots books putting frankly looked pretty trashy hence went goodwill hope someone else loves didsecondly two year old wasnt interested id put away closet used gotten wanted wasnt interested completed actions times putting ball lost interest went got books back read tomaybe itll great child loves balls sports etc youve raised books hand crafted toys puzzles tv probably wont like well shot dark mostly felt needed handeye coordination items believe stick fortda style games
8097,0,1,3,yes wet expect buy toy advertised change colors wet put towel kitchen floor go lot pieces easy put together thought would pain says icy water works best found coldest water could get tap worked fine son keeps saying best toy everit cheap construction plastic little warped elevator doesnt go high top slide car wont really drive im sure says hot cold dunk tanks one hot dunk tank squirt bottle cold waterthe car change colors impressively year old love important thing year old also likes experiment car find else make change colors say pretty good learning toy respect
8103,0,1,2,transformers ok near cool originals difficult transform wings easily fall bird character would highly recommend purchasing replica model amazon searching original ebay pay much get toy child play break make cry
8108,0,1,2,super cute toy snapon clothes dont stay well id like better could buy outfits without buying another mouse im sure similar products like looking sale price right get pay
8138,0,1,2,daughter got christmas excited however see well made toy careful turning handle churn ice cream poorly made keep since would much hassle return online however doubt last long refills overpriced luckily go pinterest lot found recipes make ice cream mix lot less money fun breaks ice cream tasted good however use candies come included pop rocks beyond disgusting candy daughter enjoy time shared making ice cream blizzard tasted good makes small amount time know toy think next christmas buy real ice cream maker make larger amounts product made last
8139,0,1,3,nice toy price favorite laugh learn products son seems enjoy
8200,0,1,3,years ago bought similar toy pirates different color scheme assumed ones would like brighter colors molded flexable durable plasic paint jobs rather crumby maybe child would enjoy beach would look cheap sloppy school diorama lack appeal pirate figures years ago nicely painted features details makes difference
8203,0,1,3,year old got christmas pretty fun days hours worth day cars started slowing lot contact carpet either days slow even seconds charging brand new batteries done finish one trip around trackfor simplicity toy think way overpriced much closer reasonable price set
8226,0,1,3,say good quality bands little thin thats fine still job also noticed bags ripped rubber bands bigger bag sort didnt like
8231,0,1,2,longawaited spoiled baby daughter many toys lot friends comment open daycare center thanks one toy purchases truly regret putting attic never gets used keep showing baby whos months old think thing boring btw weve year shes never interested dont think ever save money buy playskool busy ball popper instead loads fun amount money added bonus even older kids neighborhood love play ball popper even age especially fresh batteries balls pop place take advice youre trying decide get ball popper leave one behind
8233,0,1,3,ive product days feels like writing pen odd tip tip measures mm size fine point propelling pencil appears lots ink cant speak long product lasts yet probably never use since dont enjoy writing skips bit requires unnaturally vertical writing position writing horizontal paper whole tip fully engaged surface youre drawing make markhowever ive tested variety surfaces paper wood laminate works well ive tried variety angles long hold perpendicular surface works fine big issue hold way usually write starts skip stops working havent tested pencil underwater chance see handles pressure changes air travelyou erase immediately even day later much beyond becomes much harder erase cleanly sharpie includes three extra erasers pack ive used erasable pens little harder erase similar use thosei guess two advantages point retractable similar mechanical pencil tip wont break different propelling pencili guess time really need guarantee youre going break point standardized tests pencil ok standardized tests im sure tested appropriately pun intended want one risks getting computer grade nope ill stick regular pencil probably buy sharpener difference
8246,0,1,2,purchased two bins first one purchased year ago made differently item sold older version box shape made stable newer version half circle cutouts sides weaken box overall flimsy doesnt want keep shape box wasnt aware changes ordered itmy review original box without cutout sides five star year heavy play held well however newer version bought christmas already becoming hard manage looks bad
8247,0,1,3,dominion noncollectible card game published good people rio grande games players accumulate wealth spend wealth make improvements town use improvements acquire land land equals victory points part whoever victory points winsdominion like evil cousins collectible card games game players must manage decks count cards distinct advantage dominion counting cards necessary successful even fun dominionbut serious tournament gamers card counting variety must count cards must manage cards put deck put cards deck purchasesplayers start cards estates copper players draw initial hand cards end turn muck hand hand left draw cards cards purchased go discard pile draw pile empty shuffle discard pile form new draw pileyou start game complement estates copper estates score vp otherwise clutter hands copper least valuable coin using starting complement must purchase valuable coins silver gold buildingsplayers want valuable coins get cards hands one time happen draw copper coins spend silver card worth copper gold worth players also need buy buildings buildings allow players take extra actions normally players get buildings allow players make extra purchases normally players get buildings give players special options like drawing extra cards causing opponents discard cards etc deciding buildings buy important buildings cluttering hand give necessary economic engine buy valuable land cardsacquiring land cards double edged sword one hand primary way get victory points hand clutter hand without giving ingame bonusdominion comes huge complement cards enough cards base game satisfy diehard ccg fans since dominion two expansions assuage dominions detractorsi two main gripes dominion tedious amounts shuffling players constantly shuffling decks tedious causes wear tear cards virtually player interaction dominion player solitaire game attack cards real interaction players play militia forces opponents discard cards thats player interaction auction system vying control center board driving cost resourcesjust player solitairedominion good quick game amount cards base game theres quite bit replayability expansions replayability years come dont mind lack player interaction excessive shuffling dominion probably scratch gaming itch
8251,0,1,3,reviews read purchasing toy good ones impressed neither toddlers play every live reviews read standard average every day toy certainly make reading wonderful product
8258,0,1,1,ever since saw movie robot jox age ten theaters afraid large robots machines trying leave theater day quite fiasco fear stepped squished like pregnant texas cockroach debilitating complete loss bladder control sweats screaming like school girl grandpa gave jim bean help relax finally exited movie theateryears later refused see movie similar thought animated movie iron giant would therapeutic results quite familiar grandpa jim bean help theater eveninga years later grandpa died autoerotic asphyxiation incident petting zoo emptied jim bean resting near ankles theater used take downgraded dollar theater serviced parttime workers since theater could afford fulltime employees thanks largely part obamacareenter pacific rimmuch older work near large machinery arcade next hot dog stick work mall boss clair graduated high school knew phobia suggested confront learned one classes single mother night school program often times hold similar relatively small representational object fear give us greater sense controlanxious overcome fear took suggestion purchased striker figure hold watched movie pacific rim dollar theaterabout ten minutes movie ran theater screaming figure handno grandpa jim bean help cope figure remained close byi really feel figure offered real value intended purpose
8270,0,1,2,three year old got last christmas hasnt played guess oldfashioned todays kids
8275,0,1,3,bought son months old last christmas hes grown hes slowly started play toy loves music lights however toy poorly designed ways laptop safety issue son old enough play toy loved laptop unfortunately kept slamming fingers laptop eventually take piece electrical tape secure old enough understand hopefully next release toy get rid folding laptop purple telephone receiver attached table easily lost couldnt tell purple telephone receiver isall great little toy need change design little bit make safe kids use
8302,0,1,2,toy used engage baby minutes sohe played early phase st yeararound th monththmonthand babies intelligent understanding thefirst first surprise gumballthis product enhances memory part kidsthe make excellent colors bright
8303,1,0,4,got toy sons th birthday fan things wheels cars race track right alleyi drawn fact doesnt require batteries doesnt lights beeps random voice talks set contains cars ratchet go pieces track road pieces start finish piece rampsi wasnt impressed feel cars track honesty track feels like packing material plastic kind find surrounding clamshell electronics boxes fits together puzzlelike ends click place year old trouble putting together taking apart said wasnt single time track fell apart usethe cars come pieces click together must press button top twist two sides done car starts click loudly put car track press top button watch go son hard time getting order click turn click go eventually got hang still comes fix whileits cool cars trade fronts back create something new fun toy son older sister worst thing cars dont stay track every time fact id say every rd time one flies track crashes annoying son best thing everso sure long last due flimsy feel right job entertaining long enough make dinner
8309,0,1,1,tiny toypedos go like feet stop original large toypedo go feet play catch water larger one much fun
8323,0,1,1,cant seem get battery casing undone truck unit send back turned screw times left wont come
8326,0,1,3,learned tough lesson set ahead timei gun opened three year boys yikes stickers fighting trucks cars things put wrong places prep work stickers learn things go reading instructions juggling everything else toughthe boards lock together easily layouts lacked continuityunless want sandwich two control part boards next otherthe vehicles small heed warning ages would recommend child lives world make believeit kind cool driving around little cars less hectic household child could get lot enjoyment toy
8347,0,1,2,price guess could possibly worth one kids really never played bought youngest one like brother sister never got played
8349,1,0,4,really like product well made whole couple pieces tight fit together could fixed little sandingthe hang set hard construct track layout utilizes pieces primarily due low number curve pieces relative total really put fair amount thought ive still never used every single piece useful layout probably better second set addition basic track setlike others said crossing arms fragile survived weeks one brokenstill favorite toy im sure well adding future additional track sets company
8353,0,1,3,impressed toy purse doesnt open far big plastic block batteries go taking room bottom bag kids like put stuff bags bag barly holds junk comes let alone extras magnetis closure hard year old undo happier one old small tote bags misc stuff finds around house
8367,0,1,3,cute toy son obsessed real remote perfect play wish lit cute
8381,0,1,1,really idea derpy appears really rough condition dirty scratched poorly put together glue tail looks like split two pieces head sloppily glued onterrible christmas gift year old daughter isnt like didnt notice things right away
8390,0,1,2,worried purchase negative reviews glad buzz great good working quality three year old loves itupdate lights wings went matter minutes husband channged batteries change disappointing year old guess listened
8401,1,0,5,boys received christmas days played every day work great yearold tried use difficult
8402,0,1,3,wish bit heavies feels like could easily snap half daughter likes though
8411,0,1,2,game purports develop matching sorting strategic thinking handeye coordination fine motor skills prehandwriting skills say theyre really stretching things make claimsmy children owned game two years enjoyed first got requested periodically son time enjoyed course never enjoyed game itselfthe problem real thought going game spin spinner pick matching acorn collect colors win game theres space blows away acorns another lets steal acorn thus kind like hi ho cherryo stealing added suppose stealing mechanism makers claiming develops strategic thinking thats big leap looking around taking color missing someone else requires little thought neurons firing choice fine motor skill prehandwriting skill claims use large squirrel tweezers pick acorns manufacturers got two skill buzzwords one action however elementary school teacher dont see hand actions squirrel really translate handwriting later yes pinching fingers together hold something frankly squirrel rather unwieldy shaped like pencil children would far better served actually hold crayons markers pencils draw pictures themif want game supports color matching actual beginning strategy used gameplay buy monza young children instead slightly easier game monza color matching skill hoot owl hoot either one would much better choices preschoolers one added bonus adult enjoy game well
8412,0,1,3,bought toy year old christmas first opened thrilled however taking box realized truck easy matchbox big boots products cant seem figure make little guys fly tried looking im scared breaking big fire truck definitely likes think way expensive range year old pretty disappointed
8421,0,1,3,similar rush hour set pieces puzzle directs try get red piece hole gameboard different movement pieces diagonal nice twist fingertips colored divots move pieces along waves sturdy plastic pieces comparable quality thinkfun brand gameswhat dont like cover pieces kind flimsy slightly sturdier clear plastic packaging inside box elastic hold onto base loose easily store puzzle book since cover molded pieces elastic isnt tight enough hold book top bottom game also pieces placed back onto board stored away puzzle difficult adults takes minutes kids box flaps opening cut front would much better lidded box fancy cut window things could tossed shutkeep original packaging stitch drawstring bag like thinkfun provides many games
8427,0,1,3,toy spent time bottom toy box anywhere else hated daughter would shove mallet mouth babies chew everything spending time worrying gagging would fun playing never really cared bang wanted chew year old liked play right didnt really make loud sound wack pretty good
8430,0,1,3,receive correct product ordered item im able give informative review product receive huge water gun instead works beautifully nerf great brand maybe well try later summer see get
8437,0,1,1,read review stating poisons found product looked thought would share foundbath letters numberslittle tikescomponent lead chlorine cadmium arsenic mercury bromineblue piece orange piece yellow piece healthy stuff org productdetails phpbcmodesearch getrecno
8441,0,1,3,unhinged toy puzzle enjoyed trying find solutions puzzles fun playing hexagons love folds right arent pieces lose throw bag always times get stuck waiting someplace really like jacobs ladder way hinges move fun actual goal thanks thinkfun sending us unhinged review
8450,0,1,3,know add pack think clearly stated thought daughter would able build doll bought two mix match didnt know body buy expensive starter pack well
8458,0,1,3,classic made like classic one great grab bag gift kids
8460,0,1,2,thought daughter would really enjoy since loves music coloring found toy frustrating paper never stays place often ends drawing plastic music annoying fun would recommend magnetic glow board ease use
8464,0,1,3,remembered kid gave one grandson christmas magnet small hardly even picks metal filings fun rememberedhard year old maneuver
8467,0,1,3,cool toy office prepared office mates stay chat little longer check
8476,0,1,3,minion floating inches x inches figure part head showing flat hard stock paper floating figure also flat hardstock paper scene back also flat hard stock paper x item back left corner looks like hill part scenery piece desperate minion cake decorations looks like something could sold dollar tree luckily year old probably like older child probably impressed
8477,0,1,1,fits tiny horses would advise buying anyone unless tiny horses fur comes anyway
8480,0,1,2,set good seems pieces better others got stethoscope different set broke want buy set duplicate items especially dislike bag strong chemical odor arrived washed still also like blood pressure monitor cuff also smells syringe band aid nice rest ok
8489,0,1,3,bought toy gift son loves finger paint makes tremendous mess whenever indulge passion unfortunately enthralled alternative real thing perhaps missing tactile experience squishing medium fingers little unique finger paint feel however mess clean hes finished pictures designs made expressing enclosed paint away light board underneath malleable plastic covering quite sturdy
8492,0,1,3,kids similar toy small without noise loved would pop balls chase long periods time saw bought sixmonthold grandson got wasnt sure would like many reviewers said balls much action thought loves presses ball paw balls shoot laughs loud isnt old enough yet chase colorful toy balls hit
8497,0,1,2,last year bought calendar year bought playmobil calendars already permanently lego camp older kids enjoy little meaningless peices add larger lego collection fine however undecided looking truly great advent calendar regardless brand looking younger child highly recommend going playmobil calendar instead couple days withe forest animals calendar playmobile value evident lego calendars create actual scene means much anything another reviewer noted seem like bunch disjointed pieces little eachother additionally dont much christmas although neither playmobil models depending get overall want good calendar high quality use one year would avoid go playmobil
8500,0,1,3,fisherprice disneys rock star mickey darling toy pinch nose plays little rock roll ditty delights however forgot high squeaky mickeys voice took little joy see little ones playing limited time grownups running shelters grin fisherprice disneys rock star mickey also plays songs dances feet push foot one rockin mouse dont mind home gigglei think would loveable guitar werent attached body children might cuddle night entertainment time pushed toy box laterhis feet stiff plastic withstand many james brown impersonations guitar also sturdy tightly attached sunglasses adorn eyes think would hard little one remove tightly adhered basically believe remain intact toy little ones cant swallow tiny partsnice toy favorite however past age would attracted toy little ones enjoy old time rock roll mickey advise quit day job recording contract however maybe synthesizers would aid pursuit seems work housewives stars grin
8506,0,1,3,taught game couple dozen people always end playing several games row version tsuro seas version game play essentially seas version includes couple extra rules related sea monsters players must avoid never bother sea monsters lay tile onto board move piece along printed path ends tile placed object play tiles path piece follows stays board opponents forced edge think tsuro seas better player pieces little japanese boats rather stones dragon imprint edition also tsuro seas nifty artwork sea monster done beautiful colors pale blue background blue tiles show ships wakes tsuro version shown original really cool looking phoenix board color scheme sepia browns choose one would pick tsuro seas original version based aesthetics
8511,0,1,3,kit cute concept future veterinarian dog responds signals needs help cold ailments daughter enjoyed playing doctor dog days decided wanted use stuffed animal
8518,0,1,2,son enjoys wont hold air long plug fit well allows ball deflate quickly pretty serious design flaw opinion
8546,0,1,3,good refill pack nerf guns fire dart arrows work well time though dont always stick first try ive bounce surface aiming even something like window theory easy stick luckily pack youre sure hit target eventually
8552,0,1,1,worked first time plugged happy bubbles flew everywhere big bubbles kids could actually catch chase bubbles hit ground stayed pop right away ran minutes solution churned made many suds well next day plugged turned disappointed kids nothing happened didnt work
8573,1,0,4,good functional toy helped month old figure stack blocks pegs trains able get basic idea toys looks nice keeps going back concern falls toy wooden hard decent balance days
8603,0,1,1,keeping love daughter much give grandchild loud noise sings annoying begin describe mama nixed returned
8605,0,1,3,year old niece loves barbies animals legos sure would hit unfortunately directions hard young child helped work building first time dont think could put back together right way lego pieces tiny doesnt mind shed rather play already built correct way help kind defeats purpose lego set instead prebuilt barbie set wish actual lego pieces instead bunch teenytiny accessories various staging areas flowers hair dryers bones cute idea much building done pieces least lot playing done little barbie tiny pets
8617,0,1,2,bought daughter first innotab christmas first released favorite gift start never big fan touch screen since nowhere near responsive even cheap smartphone touch screen daughter happy kept busy hours biggest complaint ate batteries option tie power cordher camera broke shortly following christmas updated innotab offered camera bought twoyear old sister innotab innotab mild improvement previous version camera microphone new apps turning tablet innotab would load user menu second innotab took seconds overall seemed bit sluggish cameranow innotab finally actually looking forward theyd offer time hoping bit improvement innotab luck specs paper impressive screen reduced slightly improved camera control padoverall design innotab like previous innotabs well built solid looks like could take drops without issue new innotab smaller overall previous innotabs however even youngest daughter years old able handle larger innotabs fine sure smaller design positive negative change first two innotabs sported large corner bumpers made rubbercoated plastic innotab due reduced size longer large bumpers instead sliver rubber corner remains seen reduced bumpers greatly reduce ability absorb fall damagethe buttons also redesigned use three large buttons onoff home taking picture along five smaller buttons flush case easy press screen brighter screen darker volume volume help innotab five small buttons onoff volume volume help home replaced camera button onscreen button doesnt work anywhere near well weve found press onscreen button several times would take picture never problem innotab dedicated button also dropped screen brightness buttons however dont think kids ever used addition new smaller buttons concave arent easy press daughter specifically said didnt like new buttons although innotab designed adults wife hated themone new addition way control pad didnt like feels bit sloppy daughter never used sure itll useful future gamesscreen far biggest change innotab reduction screen size everything getting bigger bigger screens vtech decided go opposite direction reducing screen size leapfrog increased size leappad screens year screen looks bit sharper wife disappointed reduced screen size addition video playback seems bit unnatural side side innotab screen looks smooth innotab looks bit jumpy like lower refresh rate sure many people would notice thoughanother major problem new screen reduced viewing angle innotab screen looks good straight loses bit detail contrast turn viewing degree angle direction still clearly see screen innotab looks good viewed straight darkens increase angle view degrees almost dark seeafter giving innotab daughter happy screen size along buttons didnt like much opted go back innotab hour playing itoverall screen nowhere near good innotab idea vtech thinking made change really bad idea opinionscamera despite upgrade mp camera innotab mp camera innotab camera clearly worse wife took pictures innotab innotab sorting pictures every single picture innotab much darker able see much less detail even transferring pc taking picture black dog innotab see features innotab looked like black blob dark background disappointing daughter lot trouble trying click onscreen button doesnt respond well caused lot pictures blurryby way new camera referred wonder cam couple options frames add photos however options disabled increase size photos settings menusoftware software pretty much identical innotab addition one game magical bean stalk comparing apps sidebyside innotab everything looks music player video player still limited options ultrabasic features user menu screen appears three seconds quicker random actions clocked shown innotab slightly faster innotab doubt would noticed without stopwatchthe day received innotab family friends took opportunity pass around innotab innotab every single person thought innotab better tabletback bought first innotab put lot thought whether get innotab leappad looking back think probably made wrong choice innotab trotted along clearly taken turn towards cheaper simplier leappads price increased added enough features year make worthwhileoverall innotab certainly improvement innotab daughters stick innotab next year doubt older daughter would interested innotab im sure younger daughter would hope actually come improvement innotab else leaping leappad
8630,0,1,1,little thing made plastic cheap one wheels toylike make lot noise steeringwheel keeps falling need stop push piece plastic inside covercompartiment lost ring holds handle place days seat vibrates making son want stand guess little rear hurts son mo yet legs comfy inside sometimes fall sides crowded wish rethink whole product would recommend rubber wheels doors comfy benchsitting area
8634,0,1,3,assembling ready throw away daughter standing beside trying help might get frustrated front might want reconsider playsetonce got figured yearold said favorite feature zip lines polly loved little monkey holds coconut milk umbrella dog looks like going cannonball leaf float looks funny says color change worked disappointed pollys hair combable scale polly pocket owns end liked pollys hair plastic unexpected overall shes enjoyed toy played several times since finally put together
8635,0,1,3,one cheaper ravensburger stow go large says product consists large piece felt inflatable tube roll arounduse tips like dont build near edge felt build puzzle theres single frame outside puzzle rolling puzzle stays together possible pieces slip place us however stayed close enough spot putting back place simple enoughin end returned large make one less cost decide need regular sized one well go buy piece felt hobby store wrap around crafty pipe tube repurpose
8643,0,1,2,ive seen beautiful dolls go dollars magor stores online cant even find one stores go find find joke would take actual price tag away got hopes absolutely nothing want doll badly cant imagine paying twice price im upset others afford something able buy well
8654,0,1,1,waited two years buy playstation niece son iin newly pokemon price tag made us deny pleas birthdays christmas christmas sister law got one tru sale apiece excited open thrilled oh ages well took moments dads realize putting together piece crap excuse term durable nothing easily correctly tips shakes things get stuck wont work right forget decals background drops taped scotch tape today tore threw away actually looks better wout mmy brother agrees complaints daughter yr old son year oldbasically use platform provide imaginary location pokemons retreat something son gave use indicated purposes within days frusterating disappointingthank god sister law got half price wouldnt pay bucks one even wont better quality
8660,0,1,2,antileak valves mechanical release meaning fight valve inflating apparently valve designed way doesnt want air flow direction literally lie inflating body used expelling air much force think would passed otherwise
8662,0,1,2,warned dummy display flat paper like picture buttons nothing nothing turns nothing even one year toddlers tossed floor minutes
8670,0,1,3,toy bit flimsier expected cup top supposed tip dump water slide help car go push lever side hasnt worked day one cup orange tunnel thing come easily suction cups seem hold well said yr old still seems fun keeper
8678,0,1,3,purchased puzzle kids ages years months thought would cute cute animal noises really loud snake zebra parrot dont really sound real alli would save money puzzle get musical instruments one instead
8682,0,1,2,month old got christmas last year within days speaker went scratchy figured low batteries decided leave long made noise today replaced batteries however speakers still scratchy sturdy toy shame daughter loves
8694,0,1,3,sixteen month old son loves driving car much easier push one handle riding toys require bending overhad couple assembly problems broke steering wheel sent us new steering wheel without hassle additionally one holes wasnt cut properly widen one frustrating toy assembliesthe handle attached single screw makes wife nervous pushing downhill also wheels loud announce neighborhood drivingoverall son loves wouldnt necessarily recommend purchasing
8706,0,1,3,opinions may vary game monopoly think fun game lot educational value others think long tedious hasbros latest update isnt likely change anyones opinion basic game im focusing update addition electronic bankingi thought monopoly electronic banking sounded like fun idea reviewers pointed one uses cash anymore opened box see new system worked bit overwhelmed instruction booklet three full pages devoted operation banking unit see images banking unit instructions see complicated system isthe inflated currency also adds level complexity confusing young players could benefit games educational value properties expensive theres enough room properties board range k banking unit also uses ks ms displays digitsi always liked organizing counting money older version monopoly theres nothing organize ive got ask banker want balance top kids playing game wont learn make use currency make change theyll watch banker enter fancy calculatorelectronic banking interesting idea wish set like one played kid
8724,0,1,1,shes pretty claw hands seriously ugh ive enough claw hands dolls unnatural pose makes look like shes rip face open stock pics dont show hands got promptly returned
8728,0,1,2,loud needs volume control push button wrong side toy probably makes scence upfront kids want see balls roll inside plastic tube hard always reach back push intertaining worth plus needs like large batteries
8731,0,1,3,baby played store bought figured would lot fun seemed really also bought one friends baby im kind regretting baby opened christmas displayed little interest nearly three months shes still showing interest also loud obnoxious side help teach alphabet nice hopefully baby show interest shes ready learn abcs point would recommend toy
8733,0,1,3,toy holds month old twins attention extent similar electronic nursery rhyme book another brand much prefer due stand simple actually singing words songs book difficult even figure press buttons im never quite sure song play really bothers setting sings entire nursery rhymes either parent always sing child wont hear next verse also dont like animals sing im sure think fact many things going target age group think straightforward toy better
8741,0,1,3,month old loves cell phone tries eat constantly purchased play phone hopes would facinated mine anymore toy cute heavy chunky likes throw play loud leap talks really fast fake voicemail cant really talk back think intending child would purchase hopefully find play phone closer real cell phone
8742,0,1,3,year old daughter loves legos thought wonderfully creative idea way complicated us hard make shapes cards time limit given takes much long make without time limit modify course lay shapes instead actually connecting frustrating year old beyond well would probably great smarter family us older kids
8747,0,1,2,made well decals almost worn couple weeks quite upsetting year old first thing go eyes drew eyes sharpie marker small plastic loved idea combining cars characters son loves monster trucks also huge hit little guy one fell short quality
8752,0,1,3,bought daughters rd birthday since turned three sister didnt high hopes game tried anyway ended frustrationhowever girls love sit play bugsnegatives gamethe dice used regular dice small child hard associate dot action would beeasier side dice showed picture type body part grab instead dotsthe pieces really hard put holes especially legs got easier done idid spend bit time reinserting pieces fit better letting girls play themthe board made cardboard wont last long box game came already destroyedit would easy loose pieces though girls arent inclined eat children might beaccept dice reason year old thinks dice chewed onplus gameits like playing mister potato head get bug dont share potatothere several choices colors head gear eyes feet mouthsmy girls really really like asking often apparently fun even hard play withi docked point game including appropriate dice point difficulty putting togetheri would buy would hold using game
8761,0,1,1,kids love went bought huge pack pieces waiting forever get fine knew coming china less half actually workcrappy product wouldnt recommend wasting money something doesnt work receive
8774,0,1,3,immediately receiving nerf cyber hoop set went set found instructions rather confusing fiddling managed work assembly found included ipad stand nothing cardboard fail see basketball ipad cardboard ever good idea immediately scrapped idea using app pretty lackluster begin thats really got set got could keep moving said set pretty good held us shooting mostly missing thousands shots ive hit head least times walking kids room still hasnt even flinched double sided tape included never actually worked improvise thereall though price nice little hoop blow steam house snow covered winter days ignore little bells whistles opinion added fluff anyway shoot hoops
